text,first_label,second_label
"In the US bathrooms aren't covered by law. You can cruise on into the ladies room from this day forward and there are no penalties. There are no laws that say that you have to be a biological man to use the mens room, and a biological woman to use the womens room.",Rational Persuasion,Empirical Evidence
You can't prove I'm not a lizard person because I can change my DNA to match a human's.,Manipulation,Others
"If you care, why don't you tip your grocer? Why don't you tip anyone who makes less than a living wage, except for those who you've been socially conditioned to tip?",Rational Persuasion,Persuasive Inquiry
"What would constitute proof of preference? If a woman said that she'd prefer to change in a lockerroom without being surrounded by men, how would we say that having a separate women's lockerroom wouldn't be a benefit to her?",Rational Persuasion,Persuasive Inquiry
"When a rich person buys a yacht, they help pay the wages of the shipbuilders, the companies that make individual parts for the yachts, and a large number of other tangentially related businesses.",Rational Persuasion,Empirical Evidence
"This is true, but have you considered that direct democracy has been intentionally avoided, for good reason, since the birth of the nation?",Rational Persuasion,Persuasive Inquiry
"Yeah, you need to be really smart to be born as a rich parents child. It's not like having powerful connections, all the resources you might need to grow, free money to pursue anything you like (among other things) would help in terms of success.",Manipulation,Othering
"You mean a trouble violent man with a history of domestic abuse, assault on police officers, who followed a teen and shot him. And Martin's ""trouble"" was drawing WTF on a door at school and having some pot. Both of which are exceedingly common at the age of 17.",Rational Persuasion,Persuasive Inquiry
"They're all ""roots of the problem."" It saddens me that you target only one of the roots and the only one that has to do with fellow females.",Rational Persuasion,Logical Appeal
"What exists at 20 weeks, that doesn't exist at 19 weeks, 6 days, 23 hours, 59 minutes, and 59 seconds, that grants the fetus all rights and privileges of humanity? The same privileges, that just one second earlier, they were denied?",Rational Persuasion,Persuasive Inquiry
"You mean the guys who shot those two ladies on the dorner manhunt, even though they didn't look anything like him and the vehicles were different? Ya I'd rather be in control of my fate.",Rational Persuasion,Logical Appeal
Absolutely. The vast majority report improved happiness and quality of life after SRS.,Rational Persuasion,Others
"You also would expect the forum to not spread into other places screaming ""whitey"" ""crackerlord"" or otherwise flinging insults at those they didnt agree with, calling them racists if they disagreed on hings having nothing to do with race",Rational Persuasion,Logical Appeal
"The region was a cauldron of violence for 5 thousand years but, yeah, I guess it's all due to the USA.",Manipulation,Othering
"It's just going to encourage more kidnappings. ISIS use to make $2-$3 million per day in illegal oil, now that oil has crashed to around ~$40 they are strapped for cash. $200 million would be a windfall for them.",Rational Persuasion,Empirical Evidence
Prisoners will then essentially be taking jobs from regular citizens.,Rational Persuasion,Logical Appeal
"Why not just flip it and say the state will use the marriage and you can use the word civil union if you want? Its a word. We get to make up whatever legal definition we want. Corporations are persons (legally speaking), that doesn't mean they share DNA with you.",Rational Persuasion,Logical Appeal
